x1,x2,cls
62.818028311443754,69.19256390566176,C1
94.32557056733214,53.94509315492968,C1
84.24471794488304,51.718074641486176,C1
82.60837736729623,75.48073164776426,C1
87.3787832566553,52.708309055113574,C1
56.668324734126344,74.21677210080213,C1
56.81526287793335,70.74662109377303,C1
76.79769716652513,72.49593102259001,C1
86.98521831570012,78.03188783394285,C1
73.99074426171279,78.47825895239139,C1
84.55815225810721,60.3427249706222,C1
83.55524028868135,77.81589755367747,C1
84.27925577623083,74.71763326753663,C1
89.46051096405309,61.07542717833614,C1
76.6464261731088,61.77573488315173,C1
77.24270175915814,52.75804660690628,C1
94.74424898538845,44.4137495906118,C1
71.36925214085043,66.25213678850324,C1
66.10676285959141,74.87375859313124,C1
91.89360754129866,61.79379480485919,C1
61.61327763787835,97.66847059435769,C2
69.44315193946686,79.67621921896777,C2
68.0560474615255,88.67162178048554,C2
69.13681304372093,88.02156640046272,C2
77.32648165125283,85.84685873844136,C2
67.99642756207312,96.86408436944325,C2
58.49648879958834,94.74510601161437,C2
85.12121830227929,81.73981916676203,C2
76.42359031729961,96.49582498833283,C2
86.95003112373952,93.12780770390145,C2
72.2653124421021,91.1342692226427,C2
88.7605259208262,85.24074424673962,C2
57.69465535850336,91.00230687475292,C2
84.18567527964511,85.05208558975082,C2
70.87740301031235,84.74146947464911,C2
81.59690821857207,93.17556266307268,C3
88.09613050433795,90.2614300440724,C3
97.89326598030411,93.74424863976704,C3
87.40530932589932,87.39849607957825,C3
70.3424636607597,87.60139901623324,C3
73.8410772985316,86.1202749408085,C3
77.9855875200192,92.06907585254308,C3
78.12348397143776,82.2623140495941,C3
85.81741977168495,82.33676391142154,C3
80.15757128631557,91.46496264594019,C3
61.91086538359389,92.17487760149655,C3
80.67098728154684,94.48594347482843,C3
87.99628490679478,83.05134997125278,C3
64.55676382858658,85.04382630965603,C3
86.25635061564887,83.52072933413208,C3
64.07821978838166,86.83297400163822,C3
62.5726805188213,84.25329263158078,C3
63.715907776595316,98.07843601066064,C3
66.64594451087308,88.90993167163407,C3
97.09291136215062,99.45155163263719,C3
63.228500447034605,96.98504496020762,C3
65.80295101733853,84.00753319488811,C3
75.16546507722035,91.67286883827411,C3
67.35618105338335,83.06383386573968,C3
73.1950157556251,81.32054385207047,C3
67.0025779987715,91.52868341779285,C3
81.63252499967408,87.00685856040718,C3
74.64811238556436,94.656037267756,C3
98.94441076971782,95.39116365667516,C3
61.50578961648739,91.39851519592273,C3
91.67246039271686,88.94443167072619,C3
92.89793076411583,84.47090579085659,C3
68.04434286425888,89.87169325892953,C3
93.9130100720448,92.94463122138318,C3
88.0184809801158,84.1390002625034,C3
97.37857221844354,87.23311388032306,C3
87.12919124542923,84.50532012478493,C3
71.01341349366223,97.40527473317277,C3
97.4547808703718,97.15021317226541,C3
65.19636790446279,92.01830914713047,C3
98.80670745524422,89.61478247567452,C3
85.46279124411976,79.53081444509569,C3
97.84379055988181,81.18212242769997,C3
87.44203149342056,50.33503524823096,C4
96.77746830174448,61.17040569245779,C4
82.5852892369731,53.29468484560532,C4
72.51356510273739,63.170434318409875,C4
99.12047903904462,35.858661690476616,C4
77.80532547542687,55.9208928338031,C4
89.70696513606002,59.70551697657561,C4
80.21872549627435,48.19571093897562,C4
72.1149614904506,59.367930760091966,C4
97.04792384333942,40.51420004040885,C4
71.30021365594045,42.14913429743932,C4
96.59689940284262,67.51073770397147,C4
83.51918032727818,56.166398903293526,C4
79.52797757441485,50.17660667151722,C4
88.92586880408305,61.70447377838737,C4
76.5331200486447,55.04643922665399,C4
98.64642068728509,37.35110228787958,C4
72.17747066022268,40.017619821281976,C4
68.97004859091129,42.23010166973728,C4
87.11623146244465,42.77472480398596,C4
99.63526981264809,65.90646344882838,C4
98.1846259296193,57.28594150311428,C4
86.7881387821111,48.63454242441688,C4
89.6328232788058,69.19297477496616,C4
97.14505735456976,48.45037182338353,C4
93.86491032982173,31.86986252845208,C4
98.29680390633514,60.48860641352269,C4
94.43184237770673,37.40087189660191,C4
68.15295642979781,48.20882132590346,C4
91.17075763369627,33.66653959942911,C4
81.36662081380231,58.8662580283012,C4
82.78312852504892,34.38104059486541,C4
76.48279520981568,68.88006568635636,C4
76.27056652118955,60.921721782135876,C4
82.77043596813158,82.8922691759963,C5
86.61796959775985,98.71790400251344,C5
64.59827295705824,93.92414723394774,C5
62.06230870895041,99.00911422537311,C5
81.40599437609058,94.07739441741532,C5
88.1801440645227,97.32435961537716,C5
86.76583067346596,94.06452674485271,C5
65.88904769142462,75.41946140013363,C5
86.95401719514571,82.18695619168507,C5
64.37711615858316,88.3150076611891,C5
72.3184486072243,97.77962884933778,C5
77.52841344599872,99.61510705193342,C5
74.50161336086347,90.06851387400518,C5
96.04476218199744,85.56360886714447,C5
67.13406381674695,91.15240733806438,C5
86.99289472188235,82.3517583252842,C5
61.99053671711947,90.95389421162565,C5
78.96620872140512,90.99127801205995,C5
73.9994467271403,95.93709593230867,C5
61.833097863264996,96.18370747973616,C5
88.11913009963445,86.80774113614765,C5
62.672264730648116,77.4457759040828,C5
85.93940786175516,79.69411945562531,C5
63.936440361637054,84.02633848740743,C5
62.57031042429043,87.83019000596144,C5
88.22957239042972,93.53041012355402,C5
96.57544183748249,92.76404317977118,C5
90.92015589058718,86.75745378301323,C5
76.17605412878925,91.31766082566203,C5
92.05289014019755,85.79834082956263,C5
64.84895781925557,93.92699421140848,C5
93.53306970526589,82.60150574764387,C5
79.3637773999949,98.25730465267257,C5
60.115954432798034,93.50890023357341,C5
80.23211764292027,98.11327736321311,C5
