x2,x1,cls
14.824396900852395,61.16804496626128,C1
31.776040745811557,51.94608871011764,C1
26.286278210286277,50.99358075835623,C1
39.09600165251009,57.492020706701,C1
28.181760302975636,53.11841042028791,C1
25.9000888733248,56.8887440308786,C1
29.184563640699846,49.15613455264851,C1
41.43807197319341,65.28189975415899,C1
36.36871605780592,69.85000576199734,C1
24.234581952833985,64.26999748073719,C1
14.45647962509639,72.71686455572278,C1
41.208655369306335,65.64930768487986,C1
9.209035250761273,77.5609051906657,C1
29.990901856058784,74.53106361466872,C1
34.803472199196136,73.16116374680897,C1
37.16788622049388,61.485676787520376,C2
51.48503742157577,60.1929429885596,C2
37.36091013793107,29.57605322622784,C2
42.422302175416796,40.324200842231754,C2
43.75524840173154,37.196705035064156,C2
41.44363301991233,34.662075033008385,C2
54.508303749798664,35.91697304996087,C2
41.004975047342825,48.98871095905669,C2
29.774963943183035,41.0666556781711,C2
47.64573849385202,23.669693817211947,C2
42.57063355701035,51.39752678050126,C2
48.742897869789815,31.35434368824417,C2
30.482186850448116,26.10484357981086,C2
35.489311611096355,41.22578084321282,C2
34.59942971859217,49.713589328820866,C2
41.82117767059861,45.53235892463152,C2
45.18620695718858,49.14734460993027,C2
17.971151124484685,54.57135778773136,C2
33.461949237686234,28.727956652082444,C2
44.53198720835722,26.2556088327288,C2
32.05313449523783,25.058614095356745,C2
27.442383437839858,26.547034750144533,C2
22.26094789969335,41.42999468678457,C2
14.319086294745162,38.3602808051758,C2
58.120766747598374,41.89646404152923,C2
36.71072325121513,40.70473400401512,C2
49.68973688563088,44.345621176318645,C2
45.6622316411607,28.048286800849812,C2
48.249894712633804,38.64409896345768,C2
29.881043229342055,29.400450981716702,C2
21.858505924338083,38.59977502960054,C2
43.405604787481934,37.464211636317685,C2
65.51386054888397,40.702221320202284,C3
68.83535429352652,25.1623540506503,C3
60.40346977649493,17.972035757034156,C3
67.83964463364478,36.80062421912151,C3
75.44792360606333,42.156998193444586,C3
93.47197928496719,43.076872340447245,C3
61.764878426961886,48.783781229028264,C3
87.83989487461625,29.67445232045791,C3
86.88448832307229,20.16235047012276,C3
76.75611849412766,63.226520167919304,C3
87.5264831384801,49.73620132955804,C3
75.2545331407089,57.966191129999665,C3
69.60311080645236,41.079349029332256,C3
81.97776867137685,37.38548943495016,C3
88.69222594318276,59.337960158214635,C3
72.52513818451433,47.309203481147094,C3
87.89551573775273,57.07810178146448,C3
80.91483267006856,47.25517940114109,C3
60.805199031641116,39.725959232893004,C3
76.55554392139597,54.42216361760434,C3
78.71484472473568,41.544141245987305,C3
66.69702534307042,29.753603746991068,C3
85.91836846410538,60.60934034662316,C3
69.02998730509495,17.431227385902872,C3
73.44907532374779,41.508240916709056,C3
65.99259447228532,59.37718846564279,C3
73.43501647559432,40.780528090598565,C3
78.09995032971916,39.37042854808092,C3
72.43132291601322,38.6496109794833,C3
78.23018142752811,18.563393628128054,C3
65.99337767143047,33.07262970792389,C3
68.06143769717217,39.96673228960144,C3
78.17991143863053,41.472536110466216,C3
80.78372075346424,17.81760698919536,C3
85.30184568425642,47.50436312488142,C3
86.77759312115552,53.629582069147645,C3
61.318431630210526,68.11757233801265,C3
68.59103621619472,41.93531651231271,C3
78.11420609869353,24.393844458768427,C3
69.58354470374303,24.900754478901902,C3
69.68000255438993,60.217948912579786,C3
72.50089226602073,54.97873110655482,C3
76.07022637663937,30.391589425747885,C3
77.29135336397272,49.10450179557078,C3
65.09811528821362,48.45926590173325,C3
65.1308051804834,72.16615127657447,C1
34.79951049203796,64.83197812191536,C1
50.65366663995081,81.6041269342384,C1
69.84285182907792,89.79319811772721,C1
30.075099054976704,61.998626112015245,C1
44.411777674565954,87.01852523337713,C1
77.78791204103808,93.87809324784243,C1
78.50637665029117,86.62204692321359,C1
56.41871130530469,85.8477250812035,C1
65.85339957485492,94.8763838278885,C1
35.051898064598895,88.04848522473273,C1
35.12467582634686,73.31057170081563,C1
44.92662321455849,66.16349669803795,C1
52.050374279551924,73.95310201716902,C1
52.13777066505862,72.80620325439493,C1
67.84788712631524,67.95976507916161,C1
65.64914849147573,76.26288915791234,C1
54.88486572530849,88.02273300454411,C1
50.112262181760286,67.5781492454179,C1
64.09249042443042,80.24935478577794,C1
20.187590304437443,88.49025235680922,C1
51.70187573050447,96.7311192781018,C1
55.20094745859832,69.18025696292642,C1
72.5186394863848,80.04697014474564,C1
74.50279279517511,93.25725723759764,C1
45.358132580541344,81.71395496767616,C1
70.3888091628446,82.63868068364722,C1
47.64018726156209,75.56411656588486,C1
40.2794059372268,75.47755395273178,C1
49.13086771442527,85.4124805174143,C1
10.6824086530949,49.56337137827755,C2
13.975533602839683,50.46220527880539,C2
7.7178617670544325,52.00048456884675,C2
2.683358233511261,37.49416738709409,C2
11.424310383276241,32.85194913332113,C2
8.63264069395587,36.21410019906517,C2
12.22654491369719,55.86277229936183,C2
13.83148222737978,44.532401289591974,C2
